,Drugname,Price,Form,Category,ID
145565,PK-MERZ 200MG/500ML SOL. FOR IV INF.,29,Injection,Antifungal,145565
145566,PK-MERZ 200MG/500ML SOL. FOR IV INF.,29,Ointment,Vitamin,145566
145567,PK-MERZ 200MG/500ML SOL. FOR IV INF.,29,Ointment,Antifungal,145567
145568,PK-MERZ 200MG/500ML SOL. FOR IV INF.,29,Syrup,Antibiotic,145568
145569,PK-MERZ 200MG/500ML SOL. FOR IV INF.,29,Ointment,Antifungal,145569
145606,PLANO ZINC SUSP,23,Syrup,Antibiotic,145606
145607,PLANO ZINC SUSP,23,Injection,Antiviral,145607
145608,PLANO ZINC SUSP,23,Syrup,Vitamin,145608
145609,PLANO ZINC SUSP,23,Injection,Antifungal,145609
145626,PLAQUENIL 200MG 60 TAB.,53,Tablet,Painkiller,145626
145627,PLAQUENIL 200MG 60 TAB.,53,Capsule,Antibiotic,145627
145628,PLAQUENIL 200MG 60 TAB.,53,Injection,Painkiller,145628
145629,PLAQUENIL 200MG 60 TAB.,53,Ointment,Painkiller,145629
145659,PLAQUENIL 200MG F.C.TAB.,66,Injection,Antibiotic,145659
145660,PLAQUENIL 200MG F.C.TAB.,66,Capsule,Painkiller,145660
145661,PLAQUENIL 200MG F.C.TAB.,66,Injection,Antibiotic,145661
145662,PLAQUENIL 200MG F.C.TAB.,66,Ointment,Antiviral,145662
145663,PLAQUENIL 200MG F.C.TAB.,66,Injection,Antiviral,145663
145664,PLAQUENIL 200MG F.C.TAB.,66,Syrup,Painkiller,145664
145665,PLAQUENIL 200MG F.C.TAB.,66,Injection,Antiviral,145665
145742,PLATENOR 75MG 30 TAB.,12,Capsule,Painkiller,145742
145743,PLATENOR 75MG 30 TAB.,12,Tablet,Antibiotic,145743
145744,PLATENOR 75MG 30 TAB.,12,Capsule,Antifungal,145744
145753,PLATENOR 75MG TAB.,16,Ointment,Antiviral,145753
145754,PLATENOR 75MG TAB.,16,Injection,Antiviral,145754
145791,PLAVICARD 75MG 30 F.C. TAB.,35,Ointment,Antibiotic,145791
145792,PLAVICARD 75MG 30 F.C. TAB.,35,Tablet,Antiviral,145792
145793,PLAVICARD 75MG 30 F.C. TAB.,35,Tablet,Vitamin,145793
145794,PLAVICARD 75MG 30 F.C. TAB.,35,Capsule,Antibiotic,145794
145795,PLAVICARD 75MG 30 F.C. TAB.,35,Injection,Painkiller,145795
145798,PLAVICARD 75MG 30 TAB.,14,Tablet,Vitamin,145798
145799,PLAVICARD 75MG 30 TAB.,14,Injection,Antifungal,145799
145800,PLAVICARD 75MG 30 TAB.,14,Tablet,Vitamin,145800
145812,PLAVICTONAL 75MG 20 TAB,23,Capsule,Painkiller,145812
145885,PLAVIX 75MG 28 FILM COATED TAB.,65,Ointment,Vitamin,145885
145886,PLAVIX 75MG 28 FILM COATED TAB.,65,Tablet,Antiviral,145886
145887,PLAVIX 75MG 28 FILM COATED TAB.,65,Tablet,Antifungal,145887
145888,PLAVIX 75MG 28 FILM COATED TAB.,65,Injection,Painkiller,145888
145889,PLAVIX 75MG 28 FILM COATED TAB.,65,Tablet,Painkiller,145889
145890,PLAVIX 75MG 28 FILM COATED TAB.,65,Capsule,Vitamin,145890
145891,PLAVIX 75MG 28 FILM COATED TAB.,65,Capsule,Antifungal,145891
145892,PLAVIX 75MG 28 FILM COATED TAB.,65,Syrup,Vitamin,145892
145893,PLAVIX 75MG 28 FILM COATED TAB.,65,Syrup,Vitamin,145893
145894,PLAVIX 75MG 28 FILM COATED TAB.,65,Syrup,Antifungal,145894
145895,PLAVIX 75MG 28 FILM COATED TAB.,65,Capsule,Painkiller,145895
145896,PLAVIX 75MG 28 FILM COATED TAB.,65,Ointment,Antibiotic,145896
145897,PLAVIX 75MG 28 FILM COATED TAB.,65,Capsule,Antiviral,145897
145963,PLAVIX 75MG 28 FILM COATED TAB.,470,Syrup,Vitamin,145963
145964,PLAVIX 75MG 28 FILM COATED TAB.,470,Injection,Painkiller,145964
145965,PLAVIX 75MG 28 FILM COATED TAB.,470,Syrup,Vitamin,145965
145966,PLAVIX 75MG 28 FILM COATED TAB.,470,Injection,Vitamin,145966
145967,PLAVIX 75MG 28 FILM COATED TAB.,470,Capsule,Painkiller,145967
145968,PLAVIX 75MG 28 FILM COATED TAB.,470,Capsule,Vitamin,145968
145969,PLAVIX 75MG 28 FILM COATED TAB.,470,Ointment,Antifungal,145969
145970,PLAVIX 75MG 28 FILM COATED TAB.,470,Syrup,Antifungal,145970
145971,PLAVIX 75MG 28 FILM COATED TAB.,470,Capsule,Antifungal,145971
145972,PLAVIX 75MG 28 FILM COATED TAB.,470,Ointment,Antifungal,145972
145973,PLAVIX 75MG 28 FILM COATED TAB.,470,Injection,Antifungal,145973
145974,PLAVIX 75MG 28 FILM COATED TAB.,470,Ointment,Antifungal,145974
145975,PLAVIX 75MG 28 FILM COATED TAB.,470,Capsule,Antibiotic,145975
146117,PLAVIX 75MG 28 TAB.,71,Injection,Antibiotic,146117
146118,PLAVIX 75MG 28 TAB.,71,Ointment,Antiviral,146118
146119,PLAVIX 75MG 28 TAB.,71,Ointment,Vitamin,146119
146120,PLAVIX 75MG 28 TAB.,71,Tablet,Vitamin,146120
146121,PLAVIX 75MG 28 TAB.,71,Injection,Vitamin,146121
146122,PLAVIX 75MG 28 TAB.,71,Syrup,Antifungal,146122
146123,PLAVIX 75MG 28 TAB.,71,Ointment,Painkiller,146123
146124,PLAVIX 75MG 28 TAB.,71,Injection,Antiviral,146124
146125,PLAVIX 75MG 28 TAB.,71,Ointment,Antibiotic,146125
146126,PLAVIX 75MG 28 TAB.,71,Injection,Antiviral,146126
146127,PLAVIX 75MG 28 TAB.,71,Ointment,Antibiotic,146127
146161,PLAVIX 75MG 28 TAB.,440,Injection,Antibiotic,146161
146162,PLAVIX 75MG 28 TAB.,440,Syrup,Antibiotic,146162
146163,PLAVIX 75MG 28 TAB.,440,Tablet,Antiviral,146163
146164,PLAVIX 75MG 28 TAB.,440,Injection,Antiviral,146164
146165,PLAVIX 75MG 28 TAB.,440,Syrup,Painkiller,146165
146166,PLAVIX 75MG 28 TAB.,440,Tablet,Vitamin,146166
146167,PLAVIX 75MG 28 TAB.,440,Ointment,Antiviral,146167
146168,PLAVIX 75MG 28 TAB.,440,Capsule,Antifungal,146168
146169,PLAVIX 75MG 28 TAB.,440,Injection,Vitamin,146169
146170,PLAVIX 75MG 28 TAB.,440,Capsule,Vitamin,146170
146171,PLAVIX 75MG 28 TAB.,440,Capsule,Antiviral,146171
146194,PLAVIX 75MG FILM COATED TAB.,23,Tablet,Antiviral,146194
146195,PLAVIX 75MG FILM COATED TAB.,23,Capsule,Vitamin,146195
146227,PLEGICA 1% EYE DROPS,20,Injection,Antibiotic,146227
146228,PLEGICA 1% EYE DROPS,20,Tablet,Painkiller,146228
146229,PLEGICA 1% EYE DROPS,20,Syrup,Vitamin,146229
146230,PLEGICA 1% EYE DROPS,20,Ointment,Antiviral,146230
146231,PLEGICA 1% EYE DROPS,20,Syrup,Antifungal,146231
146232,PLEGICA 1% EYE DROPS,20,Ointment,Antibiotic,146232
146233,PLEGICA 1% EYE DROPS,20,Tablet,Antifungal,146233
146234,PLEGICA 1% EYE DROPS,20,Injection,Painkiller,146234
146235,PLEGICA 1% EYE DROPS,20,Ointment,Antifungal,146235
146236,PLEGICA 1% EYE DROPS,20,Injection,Antibiotic,146236
146237,PLEGICA 1% EYE DROPS,20,Injection,Antibiotic,146237
146238,PLEGICA 1% EYE DROPS,20,Tablet,Antifungal,146238
146239,PLEGICA 1% EYE DROPS,20,Injection,Antiviral,146239
146305,PLEGICA 1% EYE DROPS,430,Ointment,Painkiller,146305
146306,PLEGICA 1% EYE DROPS,430,Tablet,Antiviral,146306
146307,PLEGICA 1% EYE DROPS,430,Injection,Antibiotic,146307
146308,PLEGICA 1% EYE DROPS,430,Injection,Antifungal,146308
146309,PLEGICA 1% EYE DROPS,430,Ointment,Vitamin,146309
146310,PLEGICA 1% EYE DROPS,430,Capsule,Antifungal,146310
146311,PLEGICA 1% EYE DROPS,430,Tablet,Antiviral,146311
146312,PLEGICA 1% EYE DROPS,430,Syrup,Antibiotic,146312
146313,PLEGICA 1% EYE DROPS,430,Tablet,Antifungal,146313
146314,PLEGICA 1% EYE DROPS,430,Capsule,Antifungal,146314
146315,PLEGICA 1% EYE DROPS,430,Capsule,Vitamin,146315
146316,PLEGICA 1% EYE DROPS,430,Tablet,Antiviral,146316
146317,PLEGICA 1% EYE DROPS,430,Capsule,Antibiotic,146317
146412,PLENDIL 10MG 30 PROLONGED RELEASE F.C.TA,21,Injection,Painkiller,146412
146413,PLENDIL 10MG 30 PROLONGED RELEASE F.C.TA,21,Ointment,Painkiller,146413
146417,PLENDIL 10MG 30 TAB,30,Tablet,Antibiotic,146417
146418,PLENDIL 10MG 30 TAB,30,Injection,Antifungal,146418
146429,PLENDIL 2.5MG 30 TAB.,33,Capsule,Antibiotic,146429
146430,PLENDIL 2.5MG 30 TAB.,33,Syrup,Vitamin,146430
146431,PLENDIL 2.5MG PROLONGED RELEASE F.C.TAB.,36,Injection,Antifungal,146431
146432,PLENDIL 2.5MG PROLONGED RELEASE F.C.TAB.,36,Injection,Vitamin,146432
146436,PLENDIL 5MG 30 PROLONGED RELEASE F.C.TAB,27,Syrup,Vitamin,146436
146437,PLENDIL 5MG 30 PROLONGED RELEASE F.C.TAB,27,Syrup,Antifungal,146437
146438,PLENDIL 5MG 30 PROLONGED RELEASE F.C.TAB,27,Ointment,Painkiller,146438
146445,PLENDIL 5MG 30 TAB,17,Capsule,Painkiller,146445
146454,PLETAAL 100MG 20 TAB.,53,Injection,Antiviral,146454
146455,PLETAAL 100MG 20 TAB.,53,Tablet,Antibiotic,146455
146456,PLETAAL 100MG 20 TAB.,53,Syrup,Antibiotic,146456
146460,PLETAAL 50MG 20 TAB.,54,Injection,Antifungal,146460
146461,PLETAAL 50MG 20 TAB.,54,Ointment,Antiviral,146461
146664,POLYDERM TOP. CREAM 20 GM,40,Capsule,Vitamin,146664
146665,POLYDERM TOP. CREAM 20 GM,40,Tablet,Antibiotic,146665
146724,POLYFRESH 0.2% EYE DROPS 20 AMP,12,Ointment,Antiviral,146724
146725,POLYFRESH 0.2% EYE DROPS 20 AMP,12,Capsule,Antifungal,146725
146726,POLYFRESH 0.2% EYE DROPS 20 AMP,12,Tablet,Antiviral,146726
146727,POLYFRESH 0.2% EYE DROPS 20 AMP,12,Tablet,Antiviral,146727
146728,POLYFRESH 0.2% EYE DROPS 20 AMP,12,Ointment,Vitamin,146728
146729,POLYFRESH 0.2% EYE DROPS 20 AMP,12,Injection,Painkiller,146729
146730,POLYFRESH 0.2% EYE DROPS 20 AMP,12,Ointment,Antifungal,146730
146731,POLYFRESH 0.2% EYE DROPS 20 AMP,12,Injection,Antifungal,146731
146732,POLYFRESH 0.2% EYE DROPS 20 AMP,12,Injection,Antifungal,146732
146733,POLYFRESH 0.2% EYE DROPS 20 AMP,72,Injection,Antiviral,146733
146734,POLYFRESH 0.2% EYE DROPS 20 AMP,72,Capsule,Vitamin,146734
146735,POLYFRESH 0.2% EYE DROPS 20 AMP,72,Injection,Antiviral,146735
146736,POLYFRESH 0.2% EYE DROPS 20 AMP,72,Syrup,Antibiotic,146736
146737,POLYFRESH 0.2% EYE DROPS 20 AMP,72,Injection,Antibiotic,146737
146738,POLYFRESH 0.2% EYE DROPS 20 AMP,72,Capsule,Vitamin,146738
146739,POLYFRESH 0.2% EYE DROPS 20 AMP,72,Tablet,Antifungal,146739
146740,POLYFRESH 0.2% EYE DROPS 20 AMP,72,Injection,Painkiller,146740
146741,POLYFRESH 0.2% EYE DROPS 20 AMP,72,Injection,Antibiotic,146741
146742,POLYFRESH 0.2% EYE DROPS 20 AMP,15,Ointment,Antiviral,146742
146743,POLYFRESH 0.2% EYE DROPS 20 AMP,15,Syrup,Painkiller,146743
146744,POLYFRESH 0.2% EYE DROPS 20 AMP,15,Tablet,Antiviral,146744
146745,POLYFRESH 0.2% EYE DROPS 20 AMP,15,Syrup,Antiviral,146745
146746,POLYFRESH 0.2% EYE DROPS 20 AMP,15,Capsule,Antibiotic,146746
146747,POLYFRESH 0.2% EYE DROPS 20 AMP,15,Injection,Painkiller,146747
146748,POLYFRESH 0.2% EYE DROPS 20 AMP,15,Tablet,Vitamin,146748
146749,POLYFRESH 0.2% EYE DROPS 20 AMP,15,Ointment,Antiviral,146749
146750,POLYFRESH 0.2% EYE DROPS 20 AMP,15,Tablet,Antiviral,146750
146778,POLYFRESH 0.2% EYE DROPS 20 AMP,37,Syrup,Antifungal,146778
146779,POLYFRESH 0.2% EYE DROPS 20 AMP,37,Syrup,Vitamin,146779
146780,POLYFRESH 0.2% EYE DROPS 20 AMP,37,Syrup,Antibiotic,146780
146781,POLYFRESH 0.2% EYE DROPS 20 AMP,37,Injection,Antifungal,146781
146782,POLYFRESH 0.2% EYE DROPS 20 AMP,37,Tablet,Vitamin,146782
146783,POLYFRESH 0.2% EYE DROPS 20 AMP,37,Capsule,Vitamin,146783
146784,POLYFRESH 0.2% EYE DROPS 20 AMP,37,Tablet,Antifungal,146784
146785,POLYFRESH 0.2% EYE DROPS 20 AMP,37,Injection,Antibiotic,146785
146786,POLYFRESH 0.2% EYE DROPS 20 AMP,37,Ointment,Painkiller,146786
146787,POLYFRESH 0.2% EYE DROPS 20 AMP,11,Tablet,Antibiotic,146787
146788,POLYFRESH 0.2% EYE DROPS 20 AMP,11,Ointment,Antifungal,146788
146789,POLYFRESH 0.2% EYE DROPS 20 AMP,11,Ointment,Antifungal,146789
146790,POLYFRESH 0.2% EYE DROPS 20 AMP,11,Ointment,Vitamin,146790
146791,POLYFRESH 0.2% EYE DROPS 20 AMP,11,Ointment,Antiviral,146791
146792,POLYFRESH 0.2% EYE DROPS 20 AMP,11,Tablet,Painkiller,146792
146793,POLYFRESH 0.2% EYE DROPS 20 AMP,11,Ointment,Antibiotic,146793
146794,POLYFRESH 0.2% EYE DROPS 20 AMP,11,Injection,Antiviral,146794
146795,POLYFRESH 0.2% EYE DROPS 20 AMP,11,Injection,Antibiotic,146795
146845,POLYFRESH 0.2% EYE DROPS 30 X 0.4 ML SDU,12,Capsule,Painkiller,146845
146846,POLYFRESH 0.2% EYE DROPS 30 X 0.4 ML SDU,12,Ointment,Painkiller,146846
146847,POLYFRESH 0.2% EYE DROPS 30 X 0.4 ML SDU,12,Injection,Painkiller,146847
146848,POLYFRESH 0.2% EYE DROPS 30 X 0.4 ML SDU,12,Injection,Vitamin,146848
146849,POLYFRESH 0.2% EYE DROPS 30 X 0.4 ML SDU,12,Tablet,Antiviral,146849
146850,POLYFRESH 0.2% EYE DROPS 30 X 0.4 ML SDU,12,Injection,Painkiller,146850
146937,POLYFRESH 2MG/ML EYE DROP,446,Capsule,Antifungal,146937
146938,POLYFRESH 2MG/ML EYE DROP,446,Capsule,Antifungal,146938
146939,POLYFRESH 2MG/ML EYE DROP,446,Injection,Antibiotic,146939
146940,POLYFRESH 2MG/ML EYE DROP,446,Ointment,Antiviral,146940
146941,POLYFRESH 2MG/ML EYE DROP,446,Tablet,Painkiller,146941
146942,POLYFRESH 2MG/ML EYE DROP,446,Ointment,Antibiotic,146942
146986,POLYFRESH 2MG/ML STERILE OPHTHALMIC SOLU,284,Injection,Antifungal,146986
146987,POLYFRESH 2MG/ML STERILE OPHTHALMIC SOLU,284,Injection,Painkiller,146987
146988,POLYFRESH 2MG/ML STERILE OPHTHALMIC SOLU,284,Injection,Antiviral,146988
146989,POLYFRESH 2MG/ML STERILE OPHTHALMIC SOLU,284,Capsule,Painkiller,146989
146990,POLYFRESH 2MG/ML STERILE OPHTHALMIC SOLU,284,Tablet,Antifungal,146990
146991,POLYFRESH 2MG/ML STERILE OPHTHALMIC SOLU,284,Syrup,Vitamin,146991
146992,POLYFRESH 2MG/ML STERILE OPHTHALMIC SOLU,284,Ointment,Painkiller,146992
147020,POLYFRESH ADVANCED,15,Injection,Antibiotic,147020
147021,POLYFRESH ADVANCED,15,Injection,Antibiotic,147021
147068,POLYFRESH ADVANCED EYE DROPS 10 ML,73,Syrup,Vitamin,147068
147069,POLYFRESH ADVANCED EYE DROPS 10 ML,73,Syrup,Painkiller,147069
147070,POLYFRESH ADVANCED EYE DROPS 10 ML,73,Syrup,Antifungal,147070
147132,POLYFRESH EXTRA EYE DROPS 30 AMP,74,Tablet,Antiviral,147132
147133,POLYFRESH EXTRA EYE DROPS 30 AMP,74,Capsule,Antiviral,147133
147134,POLYFRESH EXTRA EYE DROPS 30 AMP,74,Ointment,Vitamin,147134
147135,POLYFRESH EXTRA EYE DROPS 30 AMP,74,Tablet,Painkiller,147135
147308,POLYFRESH SINGLE DOSE 30 AMP,46,Capsule,Antiviral,147308
147309,POLYFRESH SINGLE DOSE 30 AMP,46,Syrup,Vitamin,147309
147310,POLYFRESH SINGLE DOSE 30 AMP,46,Syrup,Antiviral,147310
147311,POLYFRESH SINGLE DOSE 30 AMP,46,Injection,Antiviral,147311
147312,POLYFRESH SINGLE DOSE 30 AMP,46,Injection,Painkiller,147312
147313,POLYFRESH SINGLE DOSE 30 AMP,46,Injection,Antibiotic,147313
147314,POLYFRESH SINGLE DOSE 30 AMP,46,Capsule,Antiviral,147314
147315,POLYFRESH SINGLE DOSE 30 AMP,46,Syrup,Vitamin,147315
147316,POLYFRESH SINGLE DOSE 30 AMP,46,Syrup,Antifungal,147316
147317,POLYFRESH SINGLE DOSE 30 AMP,46,Syrup,Painkiller,147317
147373,POLYFRESH SINGLE DOSE UNIT 30 AMP,20,Ointment,Antiviral,147373
147374,POLYFRESH SINGLE DOSE UNIT 30 AMP,20,Syrup,Antifungal,147374
147375,POLYFRESH SINGLE DOSE UNIT 30 AMP,20,Ointment,Antiviral,147375
147376,POLYFRESH SINGLE DOSE UNIT 30 AMP,20,Syrup,Vitamin,147376
147377,POLYFRESH SINGLE DOSE UNIT 30 AMP,20,Ointment,Vitamin,147377
147378,POLYFRESH SINGLE DOSE UNIT 30 AMP,20,Tablet,Painkiller,147378
147487,POLYMART TOPICAL GEL 50 GM,15,Injection,Painkiller,147487
147488,POLYMART TOPICAL GEL 50 GM,15,Ointment,Painkiller,147488
147489,POLYMART TOPICAL GEL 50 GM,15,Tablet,Antibiotic,147489
147501,POLYMER ADULT HYPERTONIC 3% NASAL SPRAY,18,Ointment,Antibiotic,147501
147502,POLYMER ADULT HYPERTONIC 3% NASAL SPRAY,18,Tablet,Antiviral,147502
147503,POLYMER ADULT HYPERTONIC 3% NASAL SPRAY,18,Syrup,Painkiller,147503
147523,POLYMER BABY ISOTONIC 0.9% N. SPRAY,15,Tablet,Antiviral,147523
147524,POLYMER BABY ISOTONIC 0.9% N. SPRAY,15,Syrup,Antiviral,147524
147525,POLYMER BABY ISOTONIC 0.9% N. SPRAY,15,Ointment,Antibiotic,147525
147528,POLYMER BABY ISOTONIC 0.9% NASAL SPRAY 1,14,Ointment,Painkiller,147528
147529,POLYMER BABY ISOTONIC 0.9% NASAL SPRAY 1,14,Injection,Antifungal,147529
147546,POLYMER KIDS HYPERTONIC 2.3% N. SPRAY,35,Injection,Vitamin,147546
147547,POLYMER KIDS HYPERTONIC 2.3% N. SPRAY,35,Syrup,Antiviral,147547
147550,POLYMER KIDS HYPERTONIC 2.3% NASAL SPRAY,28,Syrup,Antibiotic,147550
147551,POLYMER KIDS HYPERTONIC 2.3% NASAL SPRAY,28,Syrup,Antibiotic,147551
147649,PRAVOTIN 100MG 14 SACHETS,119,Tablet,Painkiller,147649
147650,PRAVOTIN 100MG 14 SACHETS,119,Capsule,Antibiotic,147650
147651,PRAVOTIN 100MG 14 SACHETS,119,Syrup,Antiviral,147651
147652,PRAVOTIN 100MG 14 SACHETS,119,Ointment,Painkiller,147652
147653,PRAVOTIN 100MG 14 SACHETS,119,Tablet,Vitamin,147653
147654,PRAVOTIN 100MG 14 SACHETS,119,Syrup,Antiviral,147654
147655,PRAVOTIN 100MG 14 SACHETS,119,Syrup,Antifungal,147655
147705,PRAVOTIN 100MG 14SACHETS,68,Injection,Antiviral,147705
147706,PRAVOTIN 100MG 14SACHETS,68,Ointment,Antibiotic,147706
147707,PRAVOTIN 100MG 14SACHETS,68,Ointment,Vitamin,147707
147712,PRAVOTIN 14 SACHETS,32,Capsule,Antiviral,147712
147713,PRAVOTIN 14 SACHETS,32,Capsule,Antibiotic,147713
147721,PRAVOTIN 30 SACHETS,119,Injection,Antiviral,147721
147722,PRAVOTIN 30 SACHETS,119,Capsule,Painkiller,147722
147723,PRAVOTIN 30 SACHETS,119,Ointment,Antifungal,147723
147724,PRAVOTIN 30 SACHETS,119,Syrup,Antiviral,147724
147725,PRAVOTIN 30 SACHETS,119,Tablet,Painkiller,147725
147726,PRAVOTIN 30 SACHETS,119,Injection,Antifungal,147726
147786,PRAVOTIN PLUS 30 CAPS.,62,Tablet,Vitamin,147786
147808,PRAXILENE 200MG 30 TAB,129,Capsule,Antibiotic,147808
147809,PRAXILENE 200MG 30 TAB,129,Capsule,Painkiller,147809
147810,PRAXILENE 200MG 30 TAB,129,Capsule,Antifungal,147810
147811,PRAXILENE 200MG 30 TAB,129,Syrup,Antiviral,147811
147812,PRAXILENE 200MG 30 TAB,129,Capsule,Vitamin,147812
147813,PRAXILENE 200MG 30 TAB,129,Syrup,Antiviral,147813
147814,PRAXILENE 200MG 30 TAB,129,Capsule,Painkiller,147814
147843,PRAXILENE 200MG 30 TAB,18,Capsule,Antibiotic,147843
147844,PRAXILENE 200MG 30 TAB,18,Injection,Antiviral,147844
147845,PRAXILENE 200MG 30 TAB,18,Syrup,Antibiotic,147845
147846,PRAXILENE 200MG 30 TAB,18,Capsule,Antifungal,147846
147847,PRAXILENE 200MG 30 TAB,18,Syrup,Antibiotic,147847
147848,PRAXILENE 200MG 30 TAB,18,Tablet,Antifungal,147848
147849,PRAXILENE 200MG 30 TAB,18,Syrup,Antiviral,147849
148041,PREDNISOLONE 20 MG 20 ORODISP. TAB,62,Capsule,Vitamin,148041
148042,PREDNISOLONE 20 MG 20 ORODISP. TAB,62,Capsule,Antifungal,148042
148049,PREDNISOLONE 20 MG 20 ORODISPERSIBLE TABS.,11,Syrup,Vitamin,148049
148050,PREDNISOLONE 20 MG 20 ORODISPERSIBLE TABS.,11,Ointment,Antibiotic,148050
148088,PREDNISOLONE 20MG 20 TAB,27,Tablet,Antifungal,148088
148089,PREDNISOLONE 20MG 20 TAB,27,Capsule,Painkiller,148089
148113,PREDNISOLONE 5mg 20tab.,17,Tablet,Painkiller,148113
148114,PREDNISOLONE 5mg 20tab.,17,Ointment,Vitamin,148114
148133,PREDNISOLONE 5MG 20 TAB,18,Capsule,Antifungal,148133
148134,PREDNISOLONE 5MG 20 TAB,18,Capsule,Antifungal,148134
148135,PREDNISOLONE 5MG 20 TAB,18,Tablet,Antifungal,148135
148136,PREDNISOLONE 5MG 20 TAB,18,Injection,Antiviral,148136
148217,PREDNISOLONE-EV,20,Tablet,Antiviral,148217
148218,PREDNISOLONE-EV,20,Tablet,Painkiller,148218
148219,PREDNISOLONE-EV,20,Tablet,Antibiotic,148219
148220,PREDNISOLONE-EV,20,Tablet,Antifungal,148220
148221,PREDNISOLONE-EV,20,Syrup,Painkiller,148221
148222,PREDNISOLONE-EV,20,Injection,Antiviral,148222
148223,PREDNISOLONE-EV,20,Tablet,Vitamin,148223
148224,PREDNISOLONE-EV,20,Tablet,Antibiotic,148224
148272,PREDSOL 5MG/5ML SYRUP 50ML,16,Ointment,Antibiotic,148272
148273,PREDSOL 5MG/5ML SYRUP 50ML,16,Ointment,Painkiller,148273
148274,PREDSOL 5MG/5ML SYRUP 50ML,16,Injection,Painkiller,148274
148275,PREDSOL 5MG/5ML SYRUP 50ML,16,Capsule,Antiviral,148275
148276,PREDSOL 5MG/5ML SYRUP 50ML,16,Injection,Vitamin,148276
148277,PREDSOL 5MG/5ML SYRUP 50ML,16,Ointment,Painkiller,148277
148278,PREDSOL 5MG/5ML SYRUP 50ML,16,Ointment,Painkiller,148278
148279,PREDSOL 5MG/5ML SYRUP 50ML,16,Tablet,Antibiotic,148279
148341,PREGNACARE TABS,17,Capsule,Antifungal,148341
148342,PREGNACARE TABS,17,Injection,Antifungal,148342
148343,PREGNACARE TABS,17,Ointment,Antifungal,148343
148344,PREGNACARE TABS,17,Tablet,Painkiller,148344
148377,PREGNACARE TABS,14,Capsule,Antibiotic,148377
148378,PREGNACARE TABS,14,Ointment,Antifungal,148378
148379,PREGNACARE TABS,14,Capsule,Antibiotic,148379
148380,PREGNACARE TABS,14,Ointment,Antifungal,148380
148427,PREGNACARE 30 TABS,57,Capsule,Antifungal,148427
148428,PREGNACARE 30 TABS,57,Capsule,Vitamin,148428
148429,PREGNACARE 30 TABS,57,Syrup,Antifungal,148429
148430,PREGNACARE 30 TABS,57,Injection,Antibiotic,148430
148431,PREGNACARE 30 TABS,57,Syrup,Painkiller,148431
148432,PREGNACARE 30 TABS,57,Capsule,Antiviral,148432
148433,PREGNACARE 30 TABS,57,Injection,Antifungal,148433
148434,PREGNACARE 30 TABS,57,Syrup,Antibiotic,148434
148435,PREGNACARE 30 TABS,57,Injection,Vitamin,148435
148436,PREGNACARE 30 TABS,57,Syrup,Antibiotic,148436
148437,PREGNACARE 30 TABS,57,Syrup,Painkiller,148437
148507,PREGNACARE 30 TAB,18,Capsule,Antiviral,148507
148508,PREGNACARE 30 TAB,18,Capsule,Vitamin,148508
148509,PREGNACARE 30 TAB,18,Capsule,Vitamin,148509
148510,PREGNACARE 30 TAB,18,Syrup,Antifungal,148510
148511,PREGNACARE 30 TAB,18,Injection,Painkiller,148511
148512,PREGNACARE 30 TAB,18,Syrup,Antiviral,148512
148513,PREGNACARE 30 TAB,18,Capsule,Painkiller,148513
148514,PREGNACARE 30 TAB,18,Capsule,Painkiller,148514
148515,PREGNACARE 30 TAB,18,Capsule,Antifungal,148515
148525,PREGNACARE 30 TAB,306,Syrup,Antibiotic,148525
148526,PREGNACARE 30 TAB,306,Ointment,Antibiotic,148526
148527,PREGNACARE 30 TAB,306,Capsule,Antiviral,148527
148528,PREGNACARE 30 TAB,306,Tablet,Antifungal,148528
148529,PREGNACARE 30 TAB,306,Tablet,Antifungal,148529
148530,PREGNACARE 30 TAB,306,Injection,Antifungal,148530
148531,PREGNACARE 30 TAB,306,Tablet,Antibiotic,148531
148532,PREGNACARE 30 TAB,306,Tablet,Antiviral,148532
148533,PREGNACARE 30 TAB,306,Capsule,Antifungal,148533
148597,PREGNACARE 30 TABS,15,Capsule,Painkiller,148597
148598,PREGNACARE 30 TABS,15,Injection,Antibiotic,148598
148599,PREGNACARE 30 TABS,15,Tablet,Painkiller,148599
148600,PREGNACARE 30 TABS,15,Syrup,Antiviral,148600
148601,PREGNACARE 30 TABS,15,Injection,Antibiotic,148601
148602,PREGNACARE 30 TABS,15,Injection,Painkiller,148602
148603,PREGNACARE 30 TABS,15,Injection,Painkiller,148603
148604,PREGNACARE 30 TABS,15,Tablet,Vitamin,148604
148605,PREGNACARE 30 TABS,15,Injection,Antiviral,148605
148606,PREGNACARE 30 TABS,15,Injection,Antifungal,148606
148607,PREGNACARE 30 TABS,15,Tablet,Antifungal,148607
148614,PREGNACARE 30TAB,14,Ointment,Vitamin,148614
148615,PREGNACARE 30TAB,14,Syrup,Antifungal,148615
148616,PREGNACARE 30TAB,14,Tablet,Painkiller,148616
148647,PSYCHODAL 1MG 30 F.C.TAB.,35,Syrup,Vitamin,148647
148648,PSYCHODAL 1MG 30 F.C.TAB.,35,Injection,Painkiller,148648
148669,PSYCHODAL 1MG/ML SYRUP 30ML,110,Tablet,Antiviral,148669
148670,PSYCHODAL 1MG/ML SYRUP 30ML,110,Ointment,Antibiotic,148670
